block_code,house_number,payment_date,gross_amount,note
B,20,2026-05-01,120000,Imported laporan 2026
B,20,2026-06-01,120000,Imported laporan 2026
B,20,2026-07-01,120000,Imported laporan 2026
B,21,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
B,22,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
B,23,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
B,25,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
B,29,2026-01-01,100000,Imported laporan 2026
B,29,2026-02-01,120000,Imported laporan 2026
B,29,2026-03-01,120000,Imported laporan 2026
B,29,2026-04-01,120000,Imported laporan 2026
B,29,2026-05-01,120000,Imported laporan 2026
B,29,2026-06-01,120000,Imported laporan 2026
B,31,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
B,33,2026-01-01,100000,Imported laporan 2026
B,33,2026-02-01,120000,Imported laporan 2026
B,33,2026-03-01,120000,Imported laporan 2026
B,33,2026-04-01,120000,Imported laporan 2026
B,35,2026-01-01,100000,Imported laporan 2026
B,35,2026-02-01,120000,Imported laporan 2026
B,35,2026-03-01,120000,Imported laporan 2026
B,35,2026-04-01,120000,Imported laporan 2026
B,35,2026-05-01,120000,Imported laporan 2026
B,35,2026-06-01,120000,Imported laporan 2026
C,01,2026-01-01,100000,Imported laporan 2026
C,01,2026-02-01,120000,Imported laporan 2026
C,01,2026-03-01,120000,Imported laporan 2026
C,01,2026-04-01,120000,Imported laporan 2026
C,01,2026-05-01,120000,Imported laporan 2026
C,02,2026-01-01,1320000,Imported laporan 2026 (Jan year package +220000 deposit)
C,03,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
C,05,2026-01-01,100000,Imported laporan 2026
C,05,2026-02-01,120000,Imported laporan 2026
C,05,2026-03-01,120000,Imported laporan 2026
C,05,2026-04-01,120000,Imported laporan 2026
C,05,2026-05-01,120000,Imported laporan 2026
C,05,2026-06-01,120000,Imported laporan 2026
C,06,2026-01-01,100000,Imported laporan 2026
C,06,2026-02-01,120000,Imported laporan 2026
C,07,2026-01-01,100000,Imported laporan 2026
C,07,2026-02-01,120000,Imported laporan 2026
C,07,2026-03-01,120000,Imported laporan 2026
C,07,2026-04-01,120000,Imported laporan 2026
C,07,2026-05-01,120000,Imported laporan 2026
C,07,2026-06-01,120000,Imported laporan 2026
C,07,2026-07-01,120000,Imported laporan 2026
C,08,2026-01-01,100000,Imported laporan 2026
C,08,2026-02-01,120000,Imported laporan 2026
C,08,2026-03-01,120000,Imported laporan 2026
C,08,2026-04-01,120000,Imported laporan 2026
C,08,2026-05-01,120000,Imported laporan 2026
C,08,2026-06-01,120000,Imported laporan 2026
C,09,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
C,10,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
C,11,2026-01-01,100000,Imported laporan 2026
C,11,2026-02-01,120000,Imported laporan 2026
C,11,2026-03-01,120000,Imported laporan 2026
C,11,2026-04-01,120000,Imported laporan 2026
C,11,2026-05-01,120000,Imported laporan 2026
C,11,2026-06-01,120000,Imported laporan 2026
C,12,2026-01-01,1210000,Imported laporan 2026 (Jan year package +110000 deposit)
C,15,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
C,16,2026-01-01,100000,Imported laporan 2026
C,16,2026-02-01,120000,Imported laporan 2026
C,16,2026-03-01,120000,Imported laporan 2026
C,16,2026-04-01,120000,Imported laporan 2026
C,16,2026-05-01,120000,Imported laporan 2026
C,19,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
C,22,2026-01-01,100000,Imported laporan 2026
C,22,2026-02-01,120000,Imported laporan 2026
C,22,2026-03-01,120000,Imported laporan 2026
C,22,2026-04-01,120000,Imported laporan 2026
C,22,2026-05-01,120000,Imported laporan 2026
C,22,2026-06-01,120000,Imported laporan 2026
D,01,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,02,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,03,2026-01-01,1210000,Imported laporan 2026 (Jan year package +110000 deposit)
D,05,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,06,2026-01-01,1260000,Imported laporan 2026 (Jan year package +160000 deposit)
D,07,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,08,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,09,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,10,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,11,2026-01-01,100000,Imported laporan 2026
D,11,2026-02-01,120000,Imported laporan 2026
D,11,2026-03-01,120000,Imported laporan 2026
D,11,2026-04-01,120000,Imported laporan 2026
D,11,2026-05-01,120000,Imported laporan 2026
D,11,2026-06-01,120000,Imported laporan 2026
D,11,2026-07-01,120000,Imported laporan 2026
D,11,2026-08-01,120000,Imported laporan 2026
D,11,2026-09-01,120000,Imported laporan 2026
D,12,2026-01-01,100000,Imported laporan 2026
D,12,2026-02-01,120000,Imported laporan 2026
D,12,2026-03-01,120000,Imported laporan 2026
D,12,2026-04-01,120000,Imported laporan 2026
D,12,2026-05-01,120000,Imported laporan 2026
D,15,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,16,2026-01-01,1000000,Imported laporan 2026 (Jan staff year)
D,17,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
D,18,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,19,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,19A,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,20,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
D,22,2026-01-01,100000,Imported laporan 2026
D,22,2026-02-01,120000,Imported laporan 2026
D,22,2026-03-01,120000,Imported laporan 2026
D,26,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
D,28,2026-01-01,1320000,Imported laporan 2026 (Jan year package +220000 deposit)
D,30,2026-01-01,1260000,Imported laporan 2026 (Jan year package +160000 deposit)
D,30A,2026-01-01,1200000,Imported laporan 2026 (Jan year package +100000 deposit)
E,01,2026-01-01,100000,Imported laporan 2026
E,01,2026-02-01,120000,Imported laporan 2026
E,01,2026-03-01,120000,Imported laporan 2026
E,01,2026-04-01,120000,Imported laporan 2026
E,01,2026-05-01,120000,Imported laporan 2026
E,01,2026-06-01,120000,Imported laporan 2026
E,02,2026-01-01,1260000,Imported laporan 2026 (Jan year package +160000 deposit)
E,03,2026-01-01,100000,Imported laporan 2026
E,03,2026-02-01,120000,Imported laporan 2026
E,03,2026-03-01,120000,Imported laporan 2026
E,03,2026-04-01,120000,Imported laporan 2026
E,03,2026-05-01,120000,Imported laporan 2026
E,03,2026-06-01,120000,Imported laporan 2026
E,05,2026-01-01,1320000,Imported laporan 2026 (Jan year package +220000 deposit)
E,06,2026-01-01,100000,Imported laporan 2026
E,06,2026-02-01,120000,Imported laporan 2026
E,06,2026-03-01,120000,Imported laporan 2026
E,06,2026-04-01,120000,Imported laporan 2026
E,06,2026-05-01,120000,Imported laporan 2026
E,06,2026-06-01,120000,Imported laporan 2026
E,07,2026-01-01,100000,Imported laporan 2026
E,07,2026-02-01,120000,Imported laporan 2026
E,07,2026-03-01,440000,Imported laporan 2026 (+320000 deposit)
E,08,2026-01-01,1000000,Imported laporan 2026 (Jan staff year)
E,09,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
E,10,2026-01-01,550000,Imported laporan 2026 (Jan 6-month prepay)
E,11,2026-01-01,100000,Imported laporan 2026
E,11,2026-02-01,120000,Imported laporan 2026
E,11,2026-03-01,120000,Imported laporan 2026
E,11,2026-04-01,120000,Imported laporan 2026
E,11,2026-05-01,120000,Imported laporan 2026
E,11,2026-06-01,120000,Imported laporan 2026
E,12,2026-01-01,100000,Imported laporan 2026
E,12,2026-02-01,120000,Imported laporan 2026
E,12,2026-03-01,120000,Imported laporan 2026
E,12,2026-04-01,120000,Imported laporan 2026
E,15,2026-01-01,100000,Imported laporan 2026
E,15,2026-02-01,120000,Imported laporan 2026
E,15,2026-03-01,120000,Imported laporan 2026
E,15,2026-04-01,120000,Imported laporan 2026
E,15,2026-05-01,120000,Imported laporan 2026
E,15,2026-06-01,120000,Imported laporan 2026
E,15,2026-07-01,120000,Imported laporan 2026
E,16,2026-01-01,100000,Imported laporan 2026
E,16,2026-02-01,120000,Imported laporan 2026
E,16,2026-03-01,120000,Imported laporan 2026
E,16,2026-04-01,120000,Imported laporan 2026
E,16,2026-05-01,120000,Imported laporan 2026
E,16,2026-06-01,120000,Imported laporan 2026
E,16,2026-07-01,120000,Imported laporan 2026
E,16,2026-08-01,120000,Imported laporan 2026
E,16,2026-09-01,120000,Imported laporan 2026
E,17,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
E,18,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
E,20,2026-01-01,100000,Imported laporan 2026
E,20,2026-02-01,120000,Imported laporan 2026
E,20,2026-03-01,120000,Imported laporan 2026
E,20,2026-04-01,120000,Imported laporan 2026
E,20,2026-05-01,120000,Imported laporan 2026
E,20,2026-06-01,120000,Imported laporan 2026
E,22,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
E,23,2026-01-01,1100000,Imported laporan 2026 (Jan year package)
E,25,2026-01-01,100000,Imported laporan 2026
E,28,2026-01-01,100000,Imported laporan 2026
E,28,2026-02-01,120000,Imported laporan 2026
E,28,2026-03-01,440000,Imported laporan 2026 (+320000 deposit)
E,30,2026-01-01,100000,Imported laporan 2026
E,30,2026-02-01,120000,Imported laporan 2026
E,30,2026-03-01,380000,Imported laporan 2026 (+260000 deposit)
E,32,2026-01-01,100000,Imported laporan 2026
E,32,2026-02-01,120000,Imported laporan 2026
E,32,2026-03-01,120000,Imported laporan 2026
E,32,2026-04-01,120000,Imported laporan 2026
E,32,2026-05-01,120000,Imported laporan 2026
E,32,2026-06-01,120000,Imported laporan 2026
E,36,2026-01-01,100000,Imported laporan 2026
E,36,2026-02-01,120000,Imported laporan 2026
E,36,2026-03-01,120000,Imported laporan 2026
E,36,2026-04-01,120000,Imported laporan 2026
E,36,2026-05-01,120000,Imported laporan 2026
